dish_id,total_calories,total_mass,ingredients,split
dish_1566328776,901.810059,436.0,chicken;cherry tomatoes;pizza,test
dish_1563303350,202.221436,167.0,chicken;carrot;spinach (raw);parsley;wheat berry;thyme;olive oil;lemon juice;pepper;salt;shallots;garlic,train
dish_1563222830,325.068085,211.0,broccoli;white rice;wheat berry;spinach (raw);zucchini;onions;arugula;garlic;salt;chicken breast;cherry tomatoes;pork;pepperoni pizza;parmesan cheese;parsley;rosemary;thyme;olive oil,train
dish_1560802764,111.832207,99.0,garlic;cherry tomatoes;chicken breast;wheat berry;thyme;kale;bulgur;chickpeas;salt;pepper;spinach (raw);parmesan cheese;squash;olive oil;parsley;lemon juice,train
dish_1561666849,347.594604,298.0,mixed greens;lime;cheese pizza;lettuce;cucumbers;onions;olive oil;corn on the cob;vinegar;pepper;cherry tomatoes;salt;caesar salad,train
dish_1563305913,89.652504,107.0,croutons;apple;mushroom;vinegar;spinach (raw);parmesan cheese;mustard;onions;cranberries;caesar dressing;olive oil;kale;salt,train
dish_1562963006,259.097229,247.0,cilantro;tomatillo;quinoa;fish;arugula;pepper;salt;onions;lemon juice;olive oil;jalapenos;garlic,train
dish_1563219035,410.209686,221.0,white rice;garlic;celery;arugula;pepperoni pizza;rosemary;pork;onions;parsley;olive oil;zucchini;salt;olives,train
dish_1560541760,465.58374,372.0,vinegar;chard;ginger;garlic;white rice;mustard;olive oil;spinach (raw);blueberries;green beans;arugula;pepper;cauliflower;chicken;broccoli;salt;walnuts;green onions;soy sauce,train
dish_1562603598,175.259506,156.0,berries;bacon;sweet potato;olive oil,train
dish_1561753623,159.310791,149.0,olive oil;thyme;squash;salt;salmon;pepper;arugula;brown rice,train
dish_1566316681,116.762924,122.0,sweet potato;olive oil,test
dish_1562702132,245.385895,359.0,fish;cucumbers;olive oil;parsley;arugula;squash;lentils;corn;cherry tomatoes;chive;salt;garlic;mixed greens;artichokes;carrot;snow peas;vinegar;cauliflower;pepper,train
dish_1567106693,359.160004,417.0,cherry tomatoes;onions;chicken;bell peppers;carrot,train
dish_1564687090,498.018677,416.0,fish;millet;white rice;ketchup;steak;spinach (raw);jalapenos;onions;wheat berry;olive oil;bell peppers;cilantro;vinegar;kale;green beans;lime;shallots;salt,test
dish_1565725244,573.546021,590.0,parmesan cheese;cherry tomatoes;chicken;bell peppers;carrot;olives;onions;caesar dressing,train
dish_1563302447,561.417053,440.0,lettuce;shallots;salt;blue cheese;lemon juice;thyme;olive oil;wheat berry;chicken;walnuts;garlic;carrot;roasted potatoes;parsley;mustard;mushroom;vinegar;spinach (raw);pepper;mixed greens,train
dish_1564686657,279.194977,105.0,cheese pizza,train
dish_1561747075,646.588074,301.0,garlic;tomatoes;onions;salt;tortilla;chili;olive oil;chicken thighs;cilantro;cheese,train
dish_1566419635,605.871704,389.0,roasted potatoes;caesar salad;thyme;rosemary;cream;green beans;wheat berry;mushroom;oregano;arugula;pepper;shallots;garlic;cheese pizza;white wine;olive oil;butter;lemon juice;basil;chicken;salt,train
dish_1558639630,116.709999,110.0,corn on the cob,train
dish_1558722068,179.210999,31.0,almonds,train
dish_1565196260,74.360001,143.0,egg whites,train
dish_1561749857,366.579254,447.0,arugula;brown rice;cucumbers;salmon;cherry tomatoes;pepper;radishes;salt;broccoli;brussels sprouts;olive oil;thyme,train
dish_1564761457,287.306,223.0,fried rice;turkey bacon;egg whites,train
dish_1561405034,178.278091,153.0,mustard;soy sauce;salt;green onions;spinach (raw);parmesan cheese;green beans;croutons;vinegar;chicken;garlic;tomatoes;broccoli;cucumbers;kale;caesar dressing;olive oil;mustard greens;ginger;olives;white rice,train
dish_1562872150,7.48,34.0,mushroom,train
dish_1560454539,122.274002,119.0,green beans;vinegar;wild rice;cherry tomatoes;parsley;carrot;salt;mixed greens;garlic;olive oil;cucumbers,train
dish_1561578373,164.49585,132.0,cheese pizza;bell peppers;caesar salad;lettuce;cucumbers;onions;feta cheese;olives;cherry tomatoes;vinaigrette,train
dish_1565894910,537.113037,179.0,pizza;cheese pizza;cookies,test
dish_1562873224,261.856628,436.0,fish;pepper;chive;corn;jicama;green beans;parsley;olive oil;garlic;lime;salt;bok choy;nopales;arugula;sour cream;carrot,train
dish_1561654326,59.79258,46.0,vinaigrette;granola;blackberries;mixed greens;raspberries,test
dish_1562963033,356.387299,316.0,lemon juice;onions;salt;cilantro;garlic;pepper;quinoa;fish;tomatillo;roasted potatoes;olive oil;arugula;jalapenos,train
dish_1562613403,398.703369,315.0,vinegar;steak;squash;jalapenos;lemon juice;mustard greens;cilantro;pineapple;white rice;apple;kale;arugula;broccoli;olive oil;onions;goat cheese;garlic;salt;figs,train
dish_1563391681,154.317169,143.0,fish;blueberries;vinegar;arugula;chard;onions;pecans;olive oil;garlic;cilantro;salt;quinoa;pepper;tomatillo;jalapenos;lemon juice;mustard,train
dish_1559934645,24.639999,56.0,caesar salad,train
dish_1563391708,319.237152,205.0,lemon juice;pecans;onions;blueberries;jalapenos;pepper;fish;tomatillo;garlic;cilantro;salt;mustard;pizza;olive oil;arugula;vinegar;chard;quinoa,train
dish_1562615324,258.315979,136.0,pineapple;garlic;roasted potatoes;onions;salt;lemon juice;kale;vinegar;jalapenos;steak;white rice;cilantro,train
dish_1565974375,459.849976,85.0,bacon,test
dish_1563304261,30.210915,37.0,kale;croutons;caesar dressing;parmesan cheese,train
dish_1560368506,462.933777,378.0,brown rice;fish;shallots;honeydew melons;broccoli;lemon juice;parsley;pork;vinegar;cherry tomatoes;pepper;garlic;salt;country rice;basil;olive oil;onions;green onions,test
dish_1563823894,368.341003,400.0,cucumbers;olive oil;turnips;tatsoi;parsley;salt;steak;wheat berry;pepper;lime;cauliflower;garlic;lemon juice;kale,train
dish_1558629644,4.2,15.0,mixed greens,train
dish_1559675178,28.970001,100.0,carrot;cherry tomatoes;brussels sprouts,train
dish_1562611620,199.845322,76.0,pineapple;white rice;jalapenos;steak;pepperoni pizza;vinegar;onions;lemon juice;kale;garlic;cilantro;salt,train
dish_1563205927,160.269501,181.0,egg whites;yam;sweet potato;chicken apple sausage,train
dish_1562775510,114.217117,190.0,olive oil;egg whites;salt;sweet potato;pepper;brussels sprouts,train
dish_1562872914,135.399673,124.0,jicama;sour cream;fish;arugula;pepper;corn;lime;garlic;carrot;chive;parsley;nopales;olive oil;salt,train
dish_1566331914,589.501648,481.0,almonds;spinach (raw);arugula;pepper;salt;chicken;fried rice;garlic;raspberries;onions;brussels sprouts;blueberries;vinegar;chard;jalapenos;millet;bell peppers;carrot;tomatoes;mustard;olive oil,train
dish_1562096401,366.863678,352.0,chicken thighs;lemon juice;mushroom;wine;green beans;quinoa;salt;garlic;spinach (cooked);shallots;olive oil;cucumbers;eggplant;squash,train
dish_1561578344,144.255859,86.0,onions;cucumbers;cheese pizza;lettuce;olives;bell peppers;vinaigrette;cherry tomatoes;feta cheese,train
dish_1563566810,392.292175,331.0,mustard;olive oil;cucumbers;cherry tomatoes;figs;salt;vinegar;wild rice;olives;wheat berry;chard;spinach (raw),train
dish_1562085672,122.084,46.0,bread,test
dish_1565724196,45.68,82.0,olive oil;broccoli,train
dish_1561148042,370.755463,245.0,raspberries;ground turkey;cream;green beans;celery;chard;garlic;zucchini;almonds;olive oil;carrot;thyme;kale;salt;white rice;eggs;blueberries;mustard;arugula;vinegar;mushroom;onions;cheese pizza;chive,test
dish_1566328831,941.609985,500.0,pizza;cherry tomatoes;chicken;pineapple;olives,test
dish_1562873495,140.106995,152.0,caesar salad;cheese pizza,train
dish_1562614895,51.799999,148.0,broccoli,train
dish_1558461692,231.240005,40.0,almonds,test
dish_1565035715,15.6,39.0,onions,test
dish_1566590056,815.647644,519.0,tomatoes;pepper;millet;vinegar;tofu;jalapenos;mustard;olive oil;bell peppers;cherry tomatoes;chicken;chard;spinach (raw);pizza;cucumbers;onions;garlic;salt;figs,test
dish_1568313487,13.72,49.0,mixed greens,train
dish_1563217736,23.449999,67.0,broccoli,train
dish_1566590007,740.762024,457.0,bell peppers;garlic;tomatoes;salt;onions;olive oil;pizza;pepper;tofu;jalapenos;spinach (raw);chicken;millet,test
dish_1558723847,554.976013,96.0,almonds,train
dish_1558635400,25.0,100.0,cauliflower,test
dish_1566844850,491.235168,345.0,cabbage;pepper;wheat berry;pork;mayonnaise;jalapenos;pepperoni pizza;parsley;olive oil;lemon juice;garlic;caesar salad;carrot;salt,train
dish_1560367733,661.441162,388.0,vinegar;cherry tomatoes;white rice;croutons;garlic;broccoli;lemon juice;olive oil;pork;brown rice;pepper;potatoes;shallots;onions;basil;parsley;salt,train
dish_1568666032,243.584183,220.0,tomatoes;pepper;millet;spinach (raw);kale;bell peppers;caesar salad;tatsoi;cheese pizza;chicken;olive oil;jalapenos;cucumbers;lemon juice;parsley;onions;garlic;salt,train
dish_1565021054,263.749023,144.0,tofu;waffles,train
dish_1560357267,566.840027,383.0,scrambled eggs,train
dish_1557937335,47.158001,38.0,yam,test
dish_1561575327,453.680054,289.0,olive oil;onions;roasted potatoes;bell peppers;salt;spinach (cooked);shallots;bok choy;millet;beef;vinegar,train
dish_1564686702,307.944977,130.0,cheese pizza;olives,train
dish_1563827132,240.020004,302.0,cheese pizza;broccoli;squash;caesar salad;zucchini;pineapple,train
dish_1567024252,512.015808,454.0,quinoa;wine;chicken thighs;cauliflower;lemon juice;garlic;shallots;spinach (cooked);roasted potatoes;cheese pizza;chayote squash;squash;eggplant;zucchini;mushroom;olive oil;salt;greek salad,train
dish_1563309353,625.236877,529.0,wheat berry;olive oil;spinach (raw);cherry tomatoes;chicken;olives;parsley;bell peppers;garlic;shallots;lettuce;salt;lemon juice;thyme,train
dish_1561752481,297.979553,169.0,tortilla;tomatoes;cheese;garlic;squash;cilantro;chili;salt;onions;chicken thighs;olive oil,train
dish_1565725009,50.599998,44.0,olives,train
dish_1558459994,25.530001,37.0,grapes,train
dish_1564428144,205.212921,171.0,garlic;shallots;parsley;salt;mustard;pecans;thyme;olive oil;blueberries;arugula;vinegar;chard;lemon juice;quinoa,test
dish_1561654707,199.800003,135.0,scrambled eggs,train
dish_1562096512,30.3396,25.0,beets;vinegar;mixed greens;salt;artichokes;garlic;parsley;olive oil,train
dish_1564518488,248.09465,117.0,garlic;spinach (cooked);cheese pizza;shallots;lemon juice;wine;chicken thighs;squash;eggplant;mushroom;olive oil;quinoa;salt,train
dish_1565118029,595.140015,453.0,chicken breast;cheese pizza;cherry tomatoes;bell peppers;tuna,train
dish_1558635618,220.253998,334.0,corn on the cob;apple;white rice;cauliflower,test
dish_1566934430,519.542847,361.0,chive;fish;pepper;garlic;onions;bell peppers;lime;artichokes;arugula;olive oil;parsley;snow peas;cookies;white beans;salt;cheese pizza,train
dish_1565117934,352.315979,235.0,chicken breast;tuna,train
dish_1558114569,26.91,39.0,grapes,train
dish_1559678146,348.57666,284.0,carrot;vinegar;olive oil;parsley;onions;mixed greens;garlic;bok choy;millet;beef;cherry tomatoes;shallots;eggplant;cucumbers;broccoli;salt;spinach (cooked),train
dish_1560441487,41.419998,88.0,berries;cantaloupe,train
dish_1560874726,177.492004,145.0,berries;bacon;yam,train
dish_1563221519,379.96991,206.0,cherry tomatoes;chicken breast;pepperoni pizza;thyme;parmesan cheese;wheat berry;spinach (raw);olive oil;broccoli;salt;garlic,train
dish_1562605315,217.559998,147.0,scrambled eggs,train
dish_1565034635,124.089249,110.0,cherry tomatoes;vinegar;chard;blueberries;cucumbers;salt;lettuce;walnuts;lime;pepper;arugula;olive oil;mustard;onions;mixed greens,test
dish_1561752680,465.324982,175.0,cheese pizza,train
dish_1568665012,327.420563,268.0,garlic;salt;tomatoes;onions;brussels sprouts;jalapenos;spinach (raw);millet;chicken;bell peppers;cucumbers;mustard;olive oil;mustard greens;vinegar;pepper,train
dish_1568313676,184.990005,214.0,mixed greens;avocado;chicken;mushroom;onions,train
dish_1558460061,40.709999,59.0,grapes,train
dish_1558468401,75.200005,47.0,avocado,train
dish_1566328805,927.809998,488.0,cherry tomatoes;pizza;chicken;pineapple,test
dish_1568320427,450.764099,240.0,olive oil;onions;cheese pizza;spinach (cooked);shallots;salt;bok choy;millet;beef;vinegar;quinoa;green beans,train
dish_1563910676,757.957092,501.0,brown rice;ginger;radishes;mustard;shallots;lime;chili;olive oil;blueberries;vinegar;spinach (raw);garlic;cilantro;salmon;onions;salt;lemon juice;jalapenos,train
dish_1563550584,75.399994,145.0,egg whites,train
dish_1560798785,379.652008,310.0,cheese pizza;tofu;cauliflower;broccoli,train
dish_1565379377,470.011047,397.0,garlic;sugar;salt;soy sauce;caesar salad;carrot;white rice;bok choy;pepper;olive oil;pork,train
dish_1565725188,543.117004,521.0,carrot;bell peppers;chicken;parmesan cheese;onions;cherry tomatoes;olives,train
dish_1563910530,333.825195,214.0,salmon;shallots;garlic;onions;cilantro;salt;olive oil;ginger;jalapenos;brown rice;spinach (raw);lime;lemon juice;chili,train
dish_1565725123,430.269989,444.0,cherry tomatoes;olives;bell peppers;carrot;chicken,train
dish_1566413445,377.830017,360.0,chicken;avocado;spinach (raw);broccoli;olives,train
dish_1558637698,12.25,49.0,cauliflower,train
dish_1563555605,537.809998,403.0,scrambled eggs;pineapple;roasted potatoes;bacon,train
dish_1559244598,250.919998,51.0,cookies,train
dish_1561576954,345.343719,262.0,shallots;vinegar;mushroom;chard;blueberries;mustard;salt;basil;walnuts;lemon juice;white wine;chicken;pepper;cream;thyme;wheat berry;arugula;olive oil;eggplant;oregano;rosemary;butter;garlic,train
dish_1567020417,313.761383,348.0,chive;wheat berry;chard;spinach (raw);garlic;parsley;olive oil;shallots;kale;fish;cherry tomatoes;pepper;chicken;lemon juice;thyme;brussels sprouts;broccoli;salt,train
dish_1561666794,138.097,97.0,cheese pizza;caesar salad,train
dish_1561665452,624.853943,431.0,chard;brown rice;vinegar;olive oil;basil;salt;millet;chive;carrot;apple;chicken;onions;corn on the cob;lemon juice;parsley;rosemary;garlic;mixed greens,train
dish_1566488981,279.328308,486.0,cantaloupe;sweet potato;olive oil;egg whites,train
dish_1566317711,123.760002,182.0,oatmeal,train
dish_1562010048,407.132263,199.0,jalapenos;cabbage;pork;wheat berry;pepper;salt;carrot;garlic;lemon juice;mayonnaise;parsley;olive oil,train
dish_1560368944,143.540421,66.0,pork;basil;lemon juice;olive oil;garlic;shallots;salt;broccoli;cherry tomatoes;pepper;vinegar;parsley;onions;brown rice,train
dish_1562789328,656.551575,503.0,broccoli;tofu;corn on the cob;vinegar;lemon juice;shallots;salt;cherry tomatoes;pork;brown rice;onions;parsley;basil;caesar salad;olive oil;garlic;pepper;cheese pizza,train
dish_1563393366,89.85463,178.0,garlic;arugula;quinoa;pepper;jalapenos;squash;lemon juice;broccoli;fish;tomatillo;olive oil;zucchini;onions;salt;cilantro,train
dish_1564160161,242.5,97.0,bagels,train
dish_1565207896,298.380798,383.0,apple;lemon juice;bulgur;salt;cranberries;olive oil;brussels sprouts;mustard greens;garlic;arugula;tofu;pepper;parsley;shallots,train
dish_1560976044,124.670006,137.0,wheat berry,train
dish_1560788338,71.268997,121.0,yogurt,train
dish_1564518586,361.413239,315.0,cucumbers;vinegar;zucchini;carrot;spinach (cooked);mixed greens;lettuce;quinoa;eggplant;wine;squash;mushroom;broccoli;lime;lemon juice;onions;olive oil;salt;cheese pizza;shallots;garlic;pepper;cherry tomatoes;chicken thighs,train
dish_1565974409,688.649963,228.0,chicken apple sausage;bacon,test
dish_1561575688,607.892395,362.0,olive oil;chard;vinegar;millet;bok choy;shallots;salt;onions;blueberries;arugula;beef;pepper;walnuts;roasted potatoes;spinach (cooked);mustard,train
dish_1568060697,133.880005,161.0,onions;avocado;mixed greens,train
dish_1558115364,485.26001,313.0,potatoes;deprecated;almonds;bacon,train
dish_1565810146,36.445538,29.0,lettuce;carrot;salt;pumpkin seeds;mustard;olive oil;vinegar;arugula;mixed greens,train
dish_1557853154,18.810001,57.0,strawberries,train
dish_1563811662,245.733765,254.0,scrambled eggs;brussels sprouts;olive oil;pepper;salt;strawberries,train
dish_1563478751,950.395081,545.0,cream;mushroom;spinach (raw);olive oil;pasta;beef;wine;garlic;sour cream;onions;thyme;salt,test
dish_1565727851,406.473999,305.0,broccoli;parmesan cheese;chicken;olives;mixed greens,train
dish_1558720396,95.489998,90.0,corn on the cob,train
dish_1563468199,53.5,107.0,pineapple,train
dish_1564773876,258.327576,219.0,cherry tomatoes;pepper;salmon;lentils;lemon juice;parsley;chive;broccoli;pickles;mayonnaise;kale;arugula;olive oil;salt;garlic;shallots,test
dish_1560444724,113.280006,343.0,watermelon;honeydew melons,train
dish_1561148021,361.765411,216.0,garlic;mushroom;chard;chive;olive oil;onions;raspberries;mustard;salt;cheese pizza;kale;white rice;eggs;cream;vinegar;arugula;thyme;blueberries;almonds;zucchini;ground turkey;celery;carrot,test
dish_1561739623,156.240005,348.0,broccoli;sweet potato,train
dish_1558463690,432.95401,241.0,grapes;cherry tomatoes;almonds,train
dish_1563479526,67.844879,51.0,salt;apple;arugula;lemon juice;mustard greens;goat cheese;olive oil;figs,train
dish_1558030435,246.940002,221.0,honeydew melons;potatoes;bacon,test
dish_1564588719,222.278015,81.0,chilaquiles;sausage,train
dish_1562617939,234.966125,133.0,chickpeas;salt;mustard greens;olive oil;parsley;vinegar;arugula;pepper,test
dish_1563811463,220.585373,376.0,olive oil;egg whites;sweet potato;cantaloupe,train
dish_1562183125,88.552399,131.0,blueberries;arugula;mushroom;chard;vinegar;pepper;olive oil;spinach (raw);walnuts;carrot;salt;mustard;parsley;almonds,train
dish_1560369403,411.967804,405.0,shallots;asparagus;fish;white rice;brown rice;pork;cherry tomatoes;pepper;vinegar;country rice;parsley;olive oil;basil;lemon juice;salt;broccoli;onions;green onions;garlic,train
dish_1563464651,312.0,130.0,cream cheese;cucumbers;bagels,train
dish_1558381860,94.400002,59.0,avocado,train
dish_1558462106,25.530001,37.0,grapes,train
dish_1562945879,174.425323,234.0,succotash;vinaigrette;cantaloupe;honeydew melons;granola;blackberries;mixed greens;raspberries;berries,train
dish_1566332040,14.95,65.0,spinach (raw),train
dish_1563222775,190.584213,75.0,white rice;garlic;olive oil;parsley;zucchini;onions;rosemary;salt;pork;arugula;pepperoni pizza,train
dish_1563208459,186.485947,161.0,raspberries;yam;sweet potato;olive oil;chicken apple sausage,test
dish_1562184663,600.540405,271.0,chard;kale;lemon juice;shallots;bacon;fish;cherry tomatoes;garlic;chive;salt;olive oil;wheat berry;parsley;steak,train
dish_1563389626,498.620026,360.0,salt;pepper;grilled chicken;carrot;olive oil;cherry tomatoes,test
dish_1563898722,343.350006,303.0,broccoli;scrambled eggs,train
dish_1568315988,50.370003,69.0,tofu,train
dish_1558723073,16.200001,90.0,cherry tomatoes,train
dish_1563309189,37.950001,33.0,olives,train
dish_1566316757,448.382874,819.0,sweet potato;egg whites;olive oil;salsa,test
dish_1563827086,199.044998,175.0,cheese pizza;caesar salad,train
dish_1560974009,482.983063,409.0,olive oil;chicken thighs;arugula;pepper;lemon juice;broccoli;tomatoes;bell peppers;pecans;garlic;orange;wheat berry;jalapenos;raisins;hominy;chili;cabbage;lime;mustard;salt;parsley,train
dish_1565811588,348.484161,263.0,garlic;radishes;jalapenos;chicken thighs;olive oil;mustard;tomatoes;chili;lemon juice;bell peppers;spinach (raw);vinegar;blueberries;parsley;lime;cabbage;salt;hominy,train
dish_1568666184,28.500002,190.0,lettuce,train
dish_1567628069,107.433014,73.0,garlic;arugula;parsley;mustard greens;olive oil;cranberries;lemon juice;salt;bulgur;shallots;apple,train
dish_1563555072,165.76001,112.0,scrambled eggs,train
dish_1564518512,270.70752,163.0,eggplant;mushroom;spinach (cooked);cheese pizza;olive oil;chicken thighs;squash;shallots;quinoa;garlic;wine;carrot;pepper;salt;lemon juice,train
dish_1559751775,309.235992,254.0,berries;eggs;yam,train
dish_1564685450,623.007507,288.0,pepper;mixed greens;bell peppers;steak;vinegar;cherry tomatoes;millet;salt;lettuce;lime;olive oil;onions;cucumbers;spinach (raw);pizza;ketchup,train
dish_1561580659,754.353577,480.0,salt;olive oil;cherry tomatoes;beef;feta cheese;cauliflower;spinach (cooked);olives;lettuce;bell peppers;millet;cucumbers;onions;shallots;vinegar;vinaigrette;bok choy,train
dish_1558109907,43.470001,63.0,grapes,train
dish_1565023182,638.714844,308.0,granola;mixed greens;blackberries;raspberries;vinaigrette;scrambled eggs;bacon,train
dish_1558641320,211.589996,336.0,apple;carrot;corn on the cob;cherry tomatoes,test
dish_1563822663,303.099365,317.0,couscous;cauliflower;wheat berry;steak;squash;zucchini;olive oil;lime;caesar salad;garlic;broccoli;salt,train
dish_1561753649,164.010803,196.0,brown rice;squash;cucumbers;salmon;pepper;salt;thyme;olive oil;arugula,train
dish_1566501126,564.917969,369.0,spinach (raw);carrot;parmesan cheese;olives;chicken;avocado,train
dish_1566317801,275.399994,420.0,raspberries;blackberries;brown sugar;oatmeal,train
dish_1562173175,165.366608,163.0,milk;chia seeds;greek yogurt,train
dish_1558027057,80.665001,65.0,yam,train
dish_1563909469,72.402824,64.0,tomatoes;spinach (raw);vinegar;cucumbers;olive oil;mustard greens;mustard;garlic;salt,test
dish_1568400967,36.610001,113.0,broccoli;mixed greens,train
dish_1565726887,174.015305,172.0,roasted potatoes;arugula;vinegar;olive oil;cranberries;salt;onions;broccoli;mustard;celery root,train
dish_1566590536,25.070757,51.0,carrot;salt;pepper;olive oil,train
dish_1564516397,36.809998,59.0,olives;cherry tomatoes,train
dish_1559841908,175.162018,304.0,grapes;broccoli;pears,train
dish_1562876756,354.596863,322.0,salt;squash;bok choy;spinach (raw);parsley;lemon juice;thyme;cheese pizza;caesar salad;chicken;wheat berry;green beans;basil;rosemary;zucchini;olive oil;garlic;country rice;pepper,train
dish_1563309398,655.986816,604.0,salt;spinach (raw);lemon juice;olives;bell peppers;lettuce;garlic;chicken;cherry tomatoes;wheat berry;parsley;thyme;olive oil;shallots;carrot,train
dish_1563217968,252.792709,244.0,white rice;lemon juice;tomatoes;cucumbers;onions;jalapenos;arugula;garlic;salt;lime;rosemary;broccoli;mustard greens;olive oil;pork;parsley;mangos;zucchini;cherry tomatoes;cilantro,train
dish_1562007866,497.861359,465.0,caesar salad;quinoa;jalapenos;pork;parsley;lemon juice;garlic;shallots;carrot;pepper;cherry tomatoes;mayonnaise;arugula;olive oil;wheat berry;thyme;brussels sprouts;cabbage;salt;couscous,train
dish_1566850099,113.057968,112.0,onions;cucumbers;olive oil;salt;mixed greens;lettuce;lime;cherry tomatoes;pepper;vinegar,test
dish_1560370114,7.956,39.0,asparagus,train
dish_1568061320,535.839905,491.0,cherry tomatoes;white rice;squash;pork;arugula;rosemary;thyme;olive oil;brussels sprouts;cheese pizza;salt;garlic;pineapple;wheat berry;onions;spinach (raw);parmesan cheese;zucchini;parsley;quinoa;pepper;chicken breast,train
dish_1558549605,97.5,75.0,white rice,test
dish_1559320019,196.820007,205.0,pineapple;sweet potato;bacon;berries,train
dish_1560887457,389.264343,246.0,caesar dressing;olive oil;pizza;kale;salt;croutons;parmesan cheese;eggplant,train
dish_1558724633,32.899998,94.0,broccoli,train
dish_1561578865,417.185303,246.0,cheese;pasta;spinach (raw);olive oil;blueberries;salt;broccoli;pesto;vinegar;cherry tomatoes;pepper;arugula;chard;onions;mustard;cheese pizza;walnuts,test
dish_1564170474,39.480003,168.0,zucchini;squash;broccoli,train
dish_1567625343,65.480003,74.0,chard;avocado;kale,train
dish_1561574428,84.002373,172.0,walnuts;caesar salad;salt;mustard;olive oil;blueberries;chard;arugula;vinegar;pepper;cauliflower,test
dish_1565726848,102.105309,121.0,celery root;salt;broccoli;mustard;onions;olive oil;cranberries;vinegar;arugula,train
dish_1559675268,39.370003,144.0,cherry tomatoes;carrot;bell peppers;brussels sprouts;cucumbers,train
dish_1563984729,495.720032,321.0,scrambled eggs;chicken apple sausage,train
dish_1568405430,119.099396,121.0,green onions;rice noodles;cucumbers;spinach (raw);tomatoes;olive oil;garlic;mustard greens;carrot;salt;radishes;mixed greens;mustard;vinegar;cabbage;soy sauce,train
dish_1565727821,281.123993,196.0,parmesan cheese;chicken;mixed greens;broccoli,train
dish_1566933454,121.741409,154.0,pears;bok choy;salt;arugula;lemon juice;parsley;olive oil;garlic;chickpeas;pepper,train
dish_1559751458,152.643005,123.0,yam,train
dish_1558468589,12.1,55.0,mushroom,train
dish_1558641037,60.839996,117.0,apple,train
dish_1565898758,612.990295,612.0,tuna;olives;green beans;spinach (raw);ginger;brown rice;shallots;garlic;cilantro;carrot;cherry tomatoes;salmon;jalapenos;lemon juice;olive oil;onions;salt;lime;chili,train
dish_1562614980,566.146057,485.0,pineapple;chicken thighs;vinegar;mushroom;onions;lemon juice;basil;olive oil;jalapenos;kale;salt;radishes;white rice;brown rice;arugula;parsley;steak;thyme;cilantro;garlic;broccoli,train
dish_1562702412,183.389359,285.0,cauliflower;bell peppers;quinoa;cucumbers;onions;lettuce;olive oil;feta cheese;cherry tomatoes;vinaigrette;olives,train
dish_1567542778,260.582001,98.0,cheese pizza,train
dish_1558468435,28.0,80.0,broccoli,train
dish_1559059954,108.199997,20.0,bacon,train
dish_1560368138,23.5,123.0,cherry tomatoes;mushroom,train
dish_1559238481,59.689999,127.0,orange,train
dish_1568665970,202.182007,167.0,cheese pizza;caesar salad,train
dish_1566931650,610.869019,488.0,mixed greens;olives;chicken;avocado;broccoli;parmesan cheese,train
dish_1561061630,186.683746,150.0,apple;caesar dressing;olive oil;cranberries;bulgur;shallots;croutons;arugula;parmesan cheese;mustard greens;parsley;kale;lemon juice;salt;garlic,train
dish_1563294441,65.199997,162.0,pineapple;watermelon,train
dish_1563910708,786.212585,555.0,blueberries;vinegar;lemon juice;mustard;olive oil;green beans;lime;salt;garlic;shallots;radishes;salmon;spinach (raw);ginger;onions;brown rice;jalapenos;chili;cilantro,train
dish_1558547205,291.174988,186.0,potatoes;almonds;spinach (raw);white rice,train
dish_1565897569,324.913513,150.0,wheat berry;cauliflower;garlic;olive oil;salt;steak;lime,train
dish_1559841891,163.962006,272.0,grapes;pears,train
dish_1558641442,103.386002,211.0,cauliflower;cantaloupe;corn on the cob,train
dish_1558031566,140.660004,26.0,bacon,train
dish_1565034330,614.015503,483.0,soy sauce;garlic;white rice;chili;orange juice;olive oil;onions;green onions;kale;salt;cauliflower;vinegar;broccoli;beef;roasted potatoes,train
dish_1562786103,93.081001,57.0,frozen yogurt,test
dish_1563306039,493.637207,326.0,chicken;orange juice;green onions;white rice;mushroom;shallots;lemon juice;garlic;cranberries;caesar dressing;olive oil;thyme;salt;parsley;roasted potatoes;croutons;apple;wheat berry;spinach (raw);parmesan cheese;vinegar;kale;mustard;onions;beef;broccoli;soy sauce;chili,train
dish_1562614121,123.492508,155.0,broccoli;salt;olive oil;mustard;onions;cranberries;vinegar;spinach (raw);apple,train
dish_1564171888,345.125885,194.0,brown rice;arugula;salt;pepper;thyme;salmon;olive oil,train
dish_1562949541,494.225647,374.0,turkey bacon;bok choy;olive oil;scrambled eggs;berries,train
dish_1558114875,74.360001,143.0,deprecated,train
dish_1561666640,48.800003,90.0,cantaloupe;grapes,train
dish_1560539368,238.814514,314.0,quinoa;cilantro;salt;garlic;lemon juice;onions;arugula;jalapenos;olive oil;carrot;caesar salad;fish;pepper;tomatillo,train
dish_1561665706,386.348969,228.0,chickpeas;corn on the cob;pizza,train
dish_1562010369,141.166443,69.0,carrot;pepper;olive oil;wheat berry;pork;jalapenos;mayonnaise;lemon juice;cabbage;parsley;salt;garlic,train
dish_1558636028,199.347992,262.0,grapes;corn on the cob;cantaloupe;almonds,train
dish_1564685229,591.435242,347.0,green beans;cherry tomatoes;steak;bell peppers;lime;olive oil;ketchup;vinegar;spinach (raw);pepper;millet;mixed greens;onions;salt;lettuce;cucumbers,train
